ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target
NE_0855,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.437,0
NE_0856,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.207,1
NE_0857,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.4,0
NE_0858,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.255,0
NE_0859,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.275,0
NE_0860,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.326,0
NE_0861,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.146,0
NE_0862,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.388,0
NE_0863,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.227,1
NE_0864,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.171,0
NE_0865,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.278,1
NE_0866,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.373,0
NE_0867,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.146,0
NE_0868,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.257,1
NE_0869,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.352,0
NE_0870,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.133,0
NE_0871,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.35,0
NE_0872,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.447,0
NE_0873,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.206,1
NE_0874,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.163,0
NE_0875,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.445,0
NE_0876,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.179,0
NE_0877,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.328,0
NE_0878,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.193,0
NE_0879,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.193,0
NE_0880,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.181,1
NE_0881,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.162,0
NE_0882,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.268,1
NE_0883,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.445,0
NE_0884,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.113,0
NE_0885,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.182,0
NE_0886,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.232,0
NE_0887,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.257,0
NE_0888,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.18,0
NE_0889,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.197,0
NE_0890,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.314,0
NE_0891,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.447,0
NE_0892,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.112,0
NE_0893,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.15,0
NE_0894,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.282,1
NE_0895,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.418,0
NE_0896,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.199,0
NE_0897,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.445,0
NE_0898,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.446,0
NE_0899,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.314,0
NE_0900,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.124,0
NE_0901,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.323,0
NE_0902,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.376,0
NE_0903,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.267,0
NE_0904,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.191,0
NE_0905,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.259,0
NE_0906,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.333,0
NE_0907,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.329,0
NE_0908,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.298,0
NE_0909,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.219,0
NE_0910,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.286,1
NE_0911,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.214,1
NE_0912,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.413,0
NE_0913,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.152,1
NE_0914,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.188,0
NE_0915,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.375,0
NE_0916,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.36,0
NE_0917,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.245,0
NE_0918,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.436,0
NE_0919,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.392,0
NE_0920,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.248,0
NE_0921,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.125,0
NE_0922,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.371,0
NE_0923,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.411,0
NE_0924,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.412,0
NE_0925,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.374,0
NE_0926,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.26,0
NE_0927,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.13,1
NE_0928,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.434,0
NE_0929,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.421,0
NE_0930,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.212,0
NE_0931,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.178,0
NE_0932,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.325,0
NE_0933,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.379,0
NE_0934,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.427,0
NE_0935,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.262,1
NE_0936,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.39,0
NE_0937,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.328,0
NE_0938,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.406,0
NE_0939,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.352,0
NE_0940,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.387,0
NE_0941,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.385,0
NE_0942,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.349,0
NE_0943,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.221,0
NE_0944,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.446,0
NE_0945,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.191,0
NE_0946,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.141,0
NE_0947,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.257,0
NE_0948,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.434,0
NE_0949,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.36,0
NE_0950,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.308,0
NE_0951,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.112,0
NE_0952,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.162,1
NE_0953,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.338,0
NE_0954,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.235,0
NE_0955,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.297,0
NE_0956,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.448,0
NE_0957,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.152,1
NE_0958,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.153,0
NE_0959,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.218,1
NE_0960,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.294,0
NE_0961,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.417,0
NE_0962,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.269,0
NE_0963,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.212,0
NE_0964,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.117,1
NE_0965,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.285,1
NE_0966,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.206,1
NE_0967,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.272,1
NE_0968,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.439,0
NE_0969,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.178,0
NE_0970,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.399,0
NE_0971,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.379,0
NE_0972,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.376,0
NE_0973,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.418,0
NE_0974,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.267,1
NE_0975,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.403,0
NE_0976,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.289,0
NE_0977,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.246,0
NE_0978,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.107,0
NE_0979,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.29,1
NE_0980,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.252,0
NE_0981,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.22,1
NE_0982,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.217,0
NE_0983,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.26,1
NE_0984,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.119,0
NE_0985,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.255,0
NE_0986,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.315,0
NE_0987,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.304,0
NE_0988,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.391,0
NE_0989,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.369,0
NE_0990,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.125,0
NE_0991,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.378,0
NE_0992,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.189,0
NE_0993,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.368,0
NE_0994,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.212,0
NE_0995,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.438,0
NE_0996,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.416,0
NE_0997,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.119,0
NE_0998,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.41,0
NE_0999,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.394,0
NE_1000,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.185,0
NE_1001,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.412,0
NE_1002,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.411,0
NE_1003,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.157,0
NE_1004,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.227,0
NE_1005,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.416,0
NE_1006,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.419,0
NE_1007,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.255,0
NE_1008,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.105,0
NE_1009,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.208,1
NE_1010,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.45,0
NE_1011,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.132,0
NE_1012,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.315,0
NE_1013,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.313,0
NE_1014,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.289,0
NE_1015,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.343,0
NE_1016,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.297,1
NE_1017,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.421,0
NE_1018,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.159,0
NE_1019,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.136,1
NE_1020,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.125,0
NE_1021,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.299,0
NE_1022,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.135,1
NE_1023,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.307,0
NE_1024,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.449,0
NE_1025,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.2,1
NE_1026,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.447,0
NE_1027,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.13,0
NE_1028,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.219,1
NE_1029,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.321,0
NE_1030,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.389,0
NE_1031,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.132,0
NE_1032,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.449,0
NE_1033,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.409,0
NE_1034,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.128,0
NE_1035,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.205,1
NE_1036,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.239,1
NE_1037,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.136,0
NE_1038,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.361,0
NE_1039,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.257,0
NE_1040,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.431,0
NE_1041,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.275,0
NE_1042,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.138,1
NE_1043,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.256,0
NE_1044,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.306,0
NE_1045,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.222,1
NE_1046,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.224,0
NE_1047,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.185,0
NE_1048,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.408,0
NE_1049,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.245,1
NE_1050,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.146,1
NE_1051,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.418,0
NE_1052,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.353,0
NE_1053,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.309,0
NE_1054,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.171,0
NE_1055,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.375,0
NE_1056,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.109,0
NE_1057,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.19,1
NE_1058,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.387,0
NE_1059,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.402,0
NE_1060,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.122,0
NE_1061,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.445,0
NE_1062,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.434,0
NE_1063,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.33,0
NE_1064,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.28,0
NE_1065,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.426,0
NE_1066,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.362,0
NE_1067,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.415,0
NE_1068,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.156,0
NE_1069,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.226,0
NE_1070,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.244,0
NE_1071,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.155,1
NE_1072,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.351,0
NE_1073,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.193,0
NE_1074,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.398,0
NE_1075,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.2,1
NE_1076,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.298,1
NE_1077,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.216,1
NE_1078,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.251,0
NE_1079,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.147,0
NE_1080,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.18,0
NE_1081,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.402,0
NE_1082,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.369,0
NE_1083,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.42,0
NE_1084,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.229,0
NE_1085,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.336,0
NE_1086,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.308,0
NE_1087,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.129,1
NE_1088,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.194,0
NE_1089,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.164,1
NE_1090,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.257,1
NE_1091,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.307,0
NE_1092,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.254,1
NE_1093,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.168,0
NE_1094,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.31,0
NE_1095,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.279,1
NE_1096,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.312,0
NE_1097,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.272,0
NE_1098,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.146,1
NE_1099,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.396,0
NE_1100,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.216,1
NE_1101,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.436,0
NE_1102,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.247,0
NE_1103,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.123,1
NE_1104,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.365,0
NE_1105,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.135,1
NE_1106,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.228,0
NE_1107,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.217,0
NE_1108,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.255,1
NE_1109,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.128,1
NE_1110,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.25,0
NE_1111,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.253,0
NE_1112,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.106,0
NE_1113,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.214,1
NE_1114,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.126,1
NE_1115,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.13,0
NE_1116,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.428,0
NE_1117,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.204,0
NE_1118,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.137,0
NE_1119,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.398,0
NE_1120,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.389,0
NE_1121,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.132,0
NE_1122,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.103,0
NE_1123,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.281,0
NE_1124,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.388,0
NE_1125,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.432,0
NE_1126,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.357,0
NE_1127,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.395,0
NE_1128,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.189,1
NE_1129,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.309,0
NE_1130,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.428,0
NE_1131,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.334,0
NE_1132,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.323,0
NE_1133,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.172,1
NE_1134,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.377,0
NE_1135,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.252,0
NE_1136,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.146,0
NE_1137,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.155,0
NE_1138,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.305,0
NE_1139,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.133,0
